name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"Brummbach, Braunwald",,,,Braunwald,CH,0.93,Hydro,Run-of-river,,2014,,46.9386081948,8.98305061474,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Cotlan",,,,"Rüti, Gmde Glarus Süd",CH,2.53,Hydro,Run-of-river,,2017,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Diesbach (Linth)",,,,Diesbach,CH,0.93,Hydro,Run-of-river,,1997,,46.9511277567,9.02808233474,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hefti,,,,Hätzingen,CH,1.05,Hydro,Run-of-river,,2007,,46.9646347789,9.04017863032,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Luchsingen,,,,Luchsingen,CH,3.5,Hydro,Run-of-river,,1976,,46.9660497748,9.0354895251,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Leuggelbach,,,,Leuggelbach,CH,1,Hydro,Run-of-river,,1993,,46.9774012894,9.04726356888,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Haslen,,,,Haslen,CH,0.92,Hydro,Run-of-river,,2012,,46.9838748007,9.06034155135,,"Renewable energy",Hydro,,,"- Ehehaftes Wassernutzungsrecht. Die energierechtliche Bewilligung wurde vom Kanton für 80 Jahre erteilt.; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Schwanden (F.Blumer)",,,,Schwanden,CH,0.9,Hydro,Run-of-river,,1999,,46.9937940839,9.07773551203,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Empächli,,,,Elm,CH,0.33,Hydro,Run-of-river,,1995,,46.9223429911,9.15841990058,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Krauchbachwerk,,,,Matt,CH,0.64,Hydro,Run-of-river,,1999,,46.9561528371,9.15976534811,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Engi, Hinterdorf (Sernf)",,,,"Engi (Glarus Süd)",CH,0.53,Hydro,Run-of-river,,2012,,46.9744263563,9.159168101,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Engi,,,,"Engi, Vorderdorf (Glarus Süd)",CH,3.75,Hydro,Run-of-river,,2009,,46.9850426515,9.15319754055,,"Renewable energy",Hydro,,,"- Zentrale Bergen mit 150 KW befindet sich auch in der Zentrale Engi, Vorderdorf (Mühlebach); ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Mühlebach AG",,,,"Engi, Unter Engi",CH,0.53,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sernf,,,,Schwanden,CH,15.7,Hydro,Run-of-river,,2003,,46.9957286985,9.08713105463,,"Renewable energy",Hydro,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude      ;                           ;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Niederenbach,,,,Schwanden,CH,28.2,Hydro,Reservoir,,2004,,46.9957286985,9.08713105463,,"Renewable energy",Hydro,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Schwanden (Gemeinde)",,,,Schwanden,CH,1.8,Hydro,Run-of-river,,2005,,46.9956406573,9.08699685101,,"Renewable energy",Hydro,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude       ;                           ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Schwanden (SNE)",,,,Schwanden,CH,0.5,Hydro,Run-of-river,,2000,,46.994725001,9.08184034492,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Mitlödi (Seidendruckerei)",,,,"Mitlödi (Glarus Süd)",CH,0.85,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Mühlefuhr,,,,Ennenda,CH,0.82,Hydro,Run-of-river,,2010,,47.0265624558,9.08268411153,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Holenstein Wehrkraftw. Glarus",,,,"Mitlödi, Gmde. Glarus Süd",CH,0.55,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Walzmühle 2",,,,"Ennenda, Alpenbrüggli",CH,0.32,Hydro,Run-of-river,,2011,,47.0493657979,9.067192771,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Elggiskraft, Netstal",,,,Netstal,CH,0.8,Hydro,Run-of-river,,1983,,47.063765377,9.0605203259,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Am Löntsch",,,,Netstal,CH,89.1,Hydro,Reservoir,,1975,,47.0566384819,9.04911463355,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Linthkraft, Netstal",,,,Netstal,CH,1.42,Hydro,Run-of-river,,1960,,47.0737495147,9.06069079857,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Mels (Tobel)",,,,Mels,CH,0.99,Hydro,Run-of-river,,1995,,47.0382556599,9.3927198108,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Mels (KW Stoffel)",,,,"Mels, Steigs",CH,3.3,Hydro,Run-of-river,,1989,,47.0432633834,9.41554241732,,"Renewable energy",Hydro,,,"#NAME?; #NAME?;  ;                               ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Mels (Halde)",,,,Mels,CH,0.55,Hydro,Run-of-river,,2003,,47.0445449435,9.4142733533,,"Renewable energy",Hydro,,,"- Ersatzenergie:	Bezug wird in Franken abgegolten infolge  Wasserableitung der Seez durch KSL       ;                              ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"KW Weissenstein",,,,"Mels, Plons",CH,0.64,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Mädems-Parmort",,,,Mels,CH,1.76,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Flums (Pravizin 1 (Bruggwiti))",,,,Flums,CH,5.07,Hydro,Run-of-river,,1988,,47.0865591822,9.33454317319,,"Renewable energy",Hydro,,,"#NAME?;                                              ;     ;                                                         ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Flums (Pravizin 2 (Äuli))",,,,Flums,CH,0.7,Hydro,Run-of-river,,1943,,47.0862894131,9.33453362605,,"Renewable energy",Hydro,,,"#NAME?;                                               ;       ;                                                      ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Röllbach, Flums",,,,"Flums, Rüfi",CH,0.34,Hydro,Run-of-river,,1963,,47.0823099655,9.3520435321,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Flums (Felsen)",,,,Flums,CH,1.48,Hydro,Run-of-river,,1993,,47.0880841876,9.34026178488,,"Renewable energy",Hydro,,,"#NAME?;                                              ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Flums (Neues Sägengüetli)",,,,Flums,CH,1.19,Hydro,Run-of-river,,1974,,47.0886280848,9.34001761784,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Töbeli,,,,Töbeli,CH,0.6,Hydro,Run-of-river,,1992,,47.1248957041,9.32865044802,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Talbach,,,,"Mols, Tal",CH,0.75,Hydro,Run-of-river,,1954,,47.1105410978,9.27055175592,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Oberterzen,,,,Oberterzen,CH,1.16,Hydro,Run-of-river,,1927,,47.1005471458,9.25966883654,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Murg (Plätz)",,,,"Murgtal, Unter Plätz",CH,6.5,Hydro,Run-of-river,,2003,,47.0924492274,9.20788224569,,"Renewable energy",Hydro,,,"- Ersatz Zentralen Plätz 1 (403100) und Plätz 2 (403200) im Jahr 1994       ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Murg (Gödis)",,,,"Murg, unterhalb Gödis",CH,2.8,Hydro,Run-of-river,,1990,,47.1084484412,9.21473631193,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Murg (Säge)",,,,Murg,CH,2.32,Hydro,Run-of-river,,1990,,47.113504883,9.21938501334,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Muslen,,,,"Amden, Muslen",CH,1.63,Hydro,Run-of-river,,1982,,47.1380756597,9.13555309657,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Rütiberg (Obersee)",,,,"Rütiberg / Näfels",CH,0.89,Hydro,Run-of-river,,2007,,47.0936004244,9.0373154401,,"Renewable energy",Hydro,,,"#NAME?;                                                  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Rütiberg (Brändbach)",,,,"Rütiberg / Näfels",CH,0.85,Hydro,Run-of-river,,1977,,47.0936004244,9.0373154401,,"Renewable energy",Hydro,,,"#NAME?;                                                   ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Risi,,,,Näfels,CH,4.5,Hydro,Run-of-river,,2011,,47.0946783225,9.05671355608,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Niederurnen,,,,Niederurnen,CH,2.22,Hydro,Run-of-river,,1980,,47.1235820231,9.04216502354,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ziegelbrücke,,,,Ziegelbrücke,CH,0.58,Hydro,Run-of-river,,2011,,47.1331874754,9.06288735926,,"Renewable energy",Hydro,,,"- Ersatz der Zentrale Ziegelbrücke 2 im Jahre 2011; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Uznaberg, Uznach",,,,Uznach,CH,0.51,Hydro,Run-of-river,,2015,,47.2311598929,8.96429863072,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Wägital (Rempen)",,,,"Vorderthal, Rempen",CH,66.24,Hydro,"Pumped storage",,2012,,47.1383731791,8.89757736059,12W-0000000013-Q,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Wägital (Siebnen)",,,,Siebnen,CH,51.52,Hydro,Reservoir,,1984,,47.1716280522,8.90006739911,12W-0000000013-Q,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Spreitenbach, Galgenen Kistler",,,,"Galgenen, Vorauen",CH,0.3,Hydro,Run-of-river,,1985,,47.1809763388,8.85757157445,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Pilgersteg,,,,Rüti,CH,0.56,Hydro,Run-of-river,,2013,,47.2688671863,8.87219842017,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Etzelwerk,,,,Altendorf,CH,135,Hydro,"Pumped storage",,1992,,47.1941128968,8.81291517067,,"Renewable energy",Hydro,,,"#NAME?; - Wasserkraftanteile: Hoheitsanteile nicht festgelegt;;   Annahme: Verteilung wie für Wasserzins ; - Übergangskonzession bis 2022 ; - Erzeugt Bahnstrom 16,7 Hertz        ;       ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bäch,,,,Bäch,CH,0.3,Hydro,Run-of-river,,1957,,47.2003433021,8.72530004013,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Feusisberg,,,,Schindellegi,CH,0.87,Hydro,Run-of-river,,1989,,47.173583302,8.71291509258,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sihl-Höfe,,,,Wollerau,CH,1.45,Hydro,Run-of-river,,1961,,47.1773356908,8.68239576491,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Waldhalde,,,,Schönenberg,CH,2.8,Hydro,Run-of-river,,1967,,47.1791652701,8.62847586729,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Letten,,,,Zürich,CH,5,Hydro,Run-of-river,,2004,,47.3870125904,8.53232193345,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Höngg,,,,Zürich,CH,1.4,Hydro,Run-of-river,,1988,,47.4014693207,8.48651399019,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wettingen-Dotieranlage,,,,Wettingen,CH,2.1,Hydro,Run-of-river,,2007,,47.4563663935,8.32142281949,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wettingen,,,,Wettingen,CH,25.35,Hydro,Run-of-river,,1964,,47.457089915,8.3209043409,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Aue-Dotierzentrale,,,,Baden,CH,0.5,Hydro,Run-of-river,,2013,,47.4685180209,8.30835960616,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Aue,,,,Baden,CH,5.2,Hydro,Run-of-river,,2014,,47.4703876782,8.31091055866,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kappelerhof,,,,"Baden, Chappelerhof",CH,7,Hydro,Run-of-river,,2006,,47.4845539139,8.29283192528,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Schiffmühle - Dotierzentrale",,,,"Untersiggenthal, Schiffmüli",CH,0.38,Hydro,Run-of-river,,2013,,47.4874209022,8.2696564317,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Schiffmühle,,,,"Untersiggenthal, Schiffmüli",CH,3.3,Hydro,Run-of-river,,2013,,47.4887141635,8.26489952614,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Turgi,,,,Turgi,CH,1,Hydro,Run-of-river,,1986,,47.4960768989,8.25399849275,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"BAG Turgi",,,,Turgi,CH,0.9,Hydro,Run-of-river,,2000,,47.4981499556,8.24049276547,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Stroppel, Untersiggenthal",,,,Untersiggenthal,CH,0.8,Hydro,Run-of-river,,2010,,47.5027384384,8.24029647654,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Rufi, Hätzingen",,,,Hätzingen,CH,1.06,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Aegina,,,,"Ulrichen, Altstafel",CH,9.67,Hydro,Reservoir,,1967,,46.4681741373,8.36952330442,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Gletsch-Oberwald,,,,"Oberwald, St. Niklaus",CH,15.11,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"KW Ulrichen",,,,"Ulrichen, zum Loch",CH,2.35,Hydro,Run-of-river,,2014,,46.5031259385,8.31853164755,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Merezenbach,,,,"Münster, Moos ",CH,1.99,Hydro,Run-of-river,,1959,,46.4857148879,8.27735361119,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Niderbach",,,,"Wiler, Münster-Geschinen",CH,0.86,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Blinne,,,,Reckingen,CH,2.13,Hydro,Run-of-river,,2012,,46.4652885047,8.25334304008,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Walibach",,,,Grafschaft,CH,3.64,Hydro,Run-of-river,,2013,,46.4521519549,8.21513948705,,"Renewable energy",Hydro,,,"#NAME?;    Kantonsanteil an den Seitenzuflüssen der Rhone.; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rappental,,,,Rappental,CH,1.2,Hydro,Run-of-river,,2003,,46.3945542547,8.17817050918,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Neubrigg,,,,Neubrigg,CH,26,Hydro,Run-of-river,,2003,,46.3961814647,8.13424492723,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Fieschertal,,,,Fieschertal,CH,64,Hydro,Run-of-river,,1999,,46.4260956687,8.14113296389,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Fiesch,,,,Fiesch,CH,3.1,Hydro,Run-of-river,,2012,,46.39645212,8.13411837029,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ernen,,,,Niederernen,CH,33,Hydro,Run-of-river,,1954,,46.3911687446,8.13015040964,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Saflisch,,,,"Heiligkreuz, Längtal",CH,1.25,Hydro,Run-of-river,,2005,,46.342857005,8.17357038389,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Heiligkreuz,,,,Heiligkreuz,CH,41,Hydro,Run-of-river,,1989,,46.347614362,8.17519358557,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Aletsch,,,,Mörel,CH,35.3,Hydro,Run-of-river,,1965,,46.3539748841,8.04276023491,,"Renewable energy",Hydro,,,"- Die Ausbauwassermenge von 7 m3/s wird aufgrund einer Teilungsregelung mit der Electra-Massa AG erst bei einem          ;   Massa-Dargebot von 16.25 m3/s erreicht       ;                           ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Mörel,,,,Mörel,CH,54.9,Hydro,Run-of-river,,1943,,46.3521806524,8.04183088725,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Massaboden,,,,Bitsch,CH,7.2,Hydro,Run-of-river,,1959,,46.3329975315,8.01135847344,,"Renewable energy",Hydro,,,"- Aufnahme des Normalbetriebs: Stromproduktion erst 1906 (Vorher Kompressoretrieb)        ;                                    ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bitsch,,,,"Bitsch, Biel",CH,340,Hydro,Reservoir,,1980,,46.3336461722,8.0075990397,12W-0000000105-J,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Wässerwasserkraftwerk Mund",,,,"Mund, In de Fäldu (Gem.Naters)",CH,1.44,Hydro,Run-of-river,,2015,,46.3142389389,7.94572953313,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
