name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
Gösgen,,,,Niedergösgen,CH,51.3,Hydro,Run-of-river,,2000,,47.3694251427,7.97945465498,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Aarau Stadt",,,,Aarau,CH,16.93,Hydro,Run-of-river,,1964,,47.3947817334,8.03587458337,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Rüchlig - HKW",,,,Aarau,CH,9.2,Hydro,Run-of-river,,2014,,47.3997456678,8.0498397695,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rüchlig-Dotierzentrale,,,,Aarau,CH,1.2,Hydro,Run-of-river,,2014,,47.3991034678,8.05221688004,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rupperswil-Auenstein,,,,Auenstein,CH,40,Hydro,Run-of-river,,1993,,47.411796663,8.1147717897,,"Renewable energy",Hydro,,,"- Ein Synchrongenerator für Bahnstrom 16,7 Hertz; - Ein Synchrongenerator für 50 Hertz ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rupperswil-Auenstein,,,,Rupperswil,CH,1.74,Hydro,Run-of-river,,2010,,47.411796663,8.1147717897,,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Rupperswil-Dotierzentrale im Jahr 2010;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Niederlenz,,,,Niederlenz,CH,0.4,Hydro,Run-of-river,,1943,,47.3991885281,8.17621146751,,"Renewable energy",Hydro,,,"- Rechtsgrundlage: Das ehehafte Recht umfasst rd. 18% der Nutzung   ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wildegg-Brugg,,,,Schinznach-Dorf,CH,0.65,Hydro,Run-of-river,,1953,,47.4688460177,8.1698811311,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wildegg-Brugg,,,,Villnachern,CH,51.25,Hydro,Run-of-river,,1997,,47.4688460177,8.1698811311,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Beznau,,,,Döttingen,CH,6.2,Hydro,Run-of-river,,2001,,47.557805126,8.23714123041,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Beznau,,,,Döttingen,CH,19.5,Hydro,Run-of-river,,1927,,47.557805126,8.23714123041,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Klingnau,,,,"Klingnau, Gippingen",CH,42.6,Hydro,Run-of-river,,1935,,47.5945791001,8.22572773348,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hospental,,,,Hospental,CH,2,Hydro,Run-of-river,,1977,,46.6205638209,8.56904462908,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Realp,,,,Realp,CH,0.9,Hydro,Run-of-river,,2008,,46.5993455879,8.50229746755,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Realp II",,,,Realp,CH,2.81,Hydro,Run-of-river,,2017,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Oberalp,,,,Andermatt,CH,2.9,Hydro,Run-of-river,,2002,,46.6329580099,8.60678648212,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Göschenen (Göscheneralp)",,,,Göschenen,CH,164.8,Hydro,Reservoir,,1962,,46.6673628552,8.5853141019,,"Renewable energy",Hydro,,,"#NAME?; - Zentrale Göschenen (Göscheneralp) produziert mit zwei Maschinen 16,7 Hertz Strom und mit zwei Maschinen;   Dreiphasendrehstrom ;                                                ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Göschenen (Andermatt)",,,,Göschenen,CH,33.26,Hydro,Run-of-river,,1961,,46.6673628552,8.5853141019,,"Renewable energy",Hydro,,,"#NAME?;                                                ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Göschenen (Unterdorf)",,,,Göschenen,CH,1.62,Hydro,Run-of-river,,1969,,46.6678191535,8.58467035968,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wassen,,,,Pfaffensprung,CH,58,Hydro,Run-of-river,,1992,,46.7156913962,8.61014697239,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Amsteg,,,,"Wassen, Pfaffensprung",CH,0.72,Hydro,Run-of-river,,1998,,46.7667596543,8.67292336359,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Gurtnellen",,,,Gurtnellen,CH,10,Hydro,Run-of-river,,2017,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Stäubenwald,,,,Gurtnellen,CH,0.31,Hydro,Run-of-river,,2007,,46.7281811232,8.62036146626,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"KW Gurtnellen",,,,Gurtnellen,CH,2.3,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Bristen",,,,Bristen,CH,4.3,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Amsteg,,,,Amsteg,CH,120,Hydro,Run-of-river,,1998,,46.7667596543,8.67292336359,,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Amsteg im Jahr 1998; - Erzeugt Bahnstrom 16,7 Hertz                                        ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Amsteg,,,,Amsteg,CH,1.73,Hydro,Run-of-river,,1998,,46.7667596543,8.67292336359,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Arniberg,,,,Amsteg,CH,13,Hydro,Run-of-river,,1969,,46.7689944794,8.66590412922,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Bocki 2",,,,"Erstfeld, Ripshusen",CH,7,Hydro,Run-of-river,,1997,,46.8409637891,8.63214556041,,"Renewable energy",Hydro,,,"- Zentralen Bocki 1 und Bocki 2 in einem Gebäude              ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Bocki 1",,,,"Erstfeld, Ripshusen",CH,1.7,Hydro,Run-of-river,,1997,,46.8409637891,8.63214556041,,"Renewable energy",Hydro,,,"- Zentralen Bocki 1 und Bocki 2 in einem Gebäude              ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Äsch,,,,Unterschächen,CH,0.52,Hydro,Run-of-river,,1996,,46.8652358009,8.81028683203,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Schächental,,,,Unterschächen,CH,2.2,Hydro,Run-of-river,,2005,,46.8632677495,8.76354152909,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Bürglen (Unterschächen)",,,,Bürglen,CH,20.8,Hydro,Run-of-river,,1967,,46.8765292426,8.6633716678,,"Renewable energy",Hydro,,,"#NAME?;                                                  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Bürglen (Loreto)",,,,Bürglen,CH,1.5,Hydro,Run-of-river,,1967,,46.8765292426,8.6633716678,,"Renewable energy",Hydro,,,"#NAME?;                                                   ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bannwald,,,,Altdorf,CH,0.3,Hydro,Run-of-river,,2002,,46.8868282361,8.64234852845,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kleintal (Isenthal)",,,,Isenthal,CH,1.18,Hydro,Run-of-river,,2009,,46.9100429809,8.56226516908,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Bolzbach, Seedorf Chuchib. Q.",,,,Seedorf,CH,0.38,Hydro,Run-of-river,,2012,,,,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Isenthal (Bolzbach)",,,,Seedorf,CH,12,Hydro,Run-of-river,,2009,,46.8992075573,8.59340713177,,"Renewable energy",Hydro,,,"- Zentralen  Isenthal (Bolzbach) und Seedorf (Bolzbach)) in einem Gebäude; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ruosalp,,,,"Bisisthal, Sahli",CH,4.7,Hydro,Run-of-river,,1962,,46.9176188126,8.84549886362,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Glattalp,,,,"Bisisthal, Sahli",CH,9.3,Hydro,Run-of-river,,1970,,46.9176188126,8.84549886362,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bisisthal,,,,Bisisthal,CH,15.8,Hydro,Run-of-river,,1962,,46.9466216843,8.82799774611,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Muota,,,,Muotathal,CH,8.8,Hydro,Run-of-river,,1960,,46.9710051496,8.78249669152,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hüribach,,,,Muotathal,CH,4.7,Hydro,Run-of-river,,1960,,46.9710051496,8.78249669152,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wernisberg,,,,Ibach,CH,20.4,Hydro,Run-of-river,,1966,,46.9962188228,8.65124425665,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ibach,,,,Ibach,CH,0.32,Hydro,Run-of-river,,2004,,47.0071473786,8.64715120305,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kleinwasserkraftwerk Steineraa",,,,"Steinen, Müliacher",CH,2.2,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sustli,,,,Beckenried,CH,1.63,Hydro,Run-of-river,,1998,,46.963776447,8.48336356408,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Tagenstal,,,,"Engelberg, Stalden",CH,1.27,Hydro,Run-of-river,,1941,,46.8056049248,8.44557705375,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Trüebsee,,,,Engelberg,CH,8.5,Hydro,Reservoir,,1967,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Arni, Engelberg",,,,Engelberg,CH,3.07,Hydro,Run-of-river,,1966,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Obermatt,,,,Grafenort,CH,31.95,Hydro,Run-of-river,,1963,,46.8421091009,8.3737585174,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Obermatt (Nebenkraftwerk)",,,,Grafenort,CH,1.97,Hydro,Run-of-river,,1963,,46.8429378906,8.37141299362,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Dallenwil,,,,Wolfenschiessen,CH,17.75,Hydro,Run-of-river,,1987,,46.9116636808,8.39360887478,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Buoholzbach Wolfenschiessen",,,,"Wolfenschiessen, Flüglisloo",CH,2,Hydro,Run-of-river,,2013,,46.9270904029,8.3991353836,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bannalp,,,,Oberrickenbach,CH,8.7,Hydro,Reservoir,,1991,,46.8803037351,8.42125996207,,"Renewable energy",Hydro,,,"- Rechtsgrundlage: Eigenversorgungsgesetz vom 29.4.1934         ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wolfenschiessen,,,,Wolfenschiessen,CH,6.6,Hydro,Run-of-river,,1983,,46.9012025691,8.39670437623,,"Renewable energy",Hydro,,,"- Rechtsgrundlage: Eigenversorgungsgesetz vom 29.4.1934         ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Schild,,,,Lungern,CH,1.2,Hydro,Run-of-river,,2003,,46.7798141191,8.15569252116,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Unteraa - Melchaa",,,,Giswil,CH,12,Hydro,Reservoir,,2013,,46.8214351941,8.1744623486,,"Renewable energy",Hydro,,,"#NAME?;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Unteraa - Lungerersee",,,,Giswil,CH,54,Hydro,Reservoir,,1994,,46.8214351941,8.1744623486,,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Unteraa im Jahr 1994; #NAME?; - Maschinengruppe 4 mit 6MW Leistung erzeugt Bahnstrom (SBB)                                       ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Obflue, Sachseln",,,,"Sachseln, Obflue",CH,0.3,Hydro,Run-of-river,,2005,,46.857050951,8.22950231798,,"Renewable energy",Hydro,,,"- Das Quellenrecht beinhaltet die Nutzung des Wasser für Trink- und Brauchzwecke, sowie der Turbinierung;   zur Stromproduktion.;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Melchsee-Frutt,,,,"Kerns, Stöckalp",CH,14,Hydro,Reservoir,,1960,,46.799646307,8.28145261421,,"Renewable energy",Hydro,,,"- Genutzte Gewässer:  Henglibach wird nur vom 16.Mai bis 31.Juli genutzt;                                                          ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wisserlen,,,,"Kerns, Wisserlen",CH,1.15,Hydro,Run-of-river,,1997,,46.9102736664,8.29644423422,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Eichi,,,,"Alpnach, Eichibrücke",CH,2.4,Hydro,Run-of-river,,1957,,46.9407431769,8.28786773153,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rotzloch,,,,"Stansstad, Rotzloch",CH,0.3,Hydro,Run-of-river,,1935,,46.9648831886,8.33108666537,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Mühlenplatz,,,,Luzern,CH,0.93,Hydro,Run-of-river,,1998,,47.0517337725,8.30199665485,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Wolhusen (Geistlich)",,,,Wolhusen,CH,0.33,Hydro,Run-of-river,,2003,,47.0550001861,8.07763365713,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Malters-Ettisbühl,,,,Malters,CH,0.87,Hydro,Run-of-river,,2011,,47.0382855313,8.16559322075,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Stollen,,,,Kriens/Obernau,CH,0.71,Hydro,Run-of-river,,1999,,47.0337616233,8.23723761716,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Thorenberg,,,,Littau,CH,0.79,Hydro,Run-of-river,,2000,,47.0525764602,8.24804704827,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Emmenweid,,,,Emmenbrücke,CH,1.08,Hydro,Run-of-river,,2003,,47.0670379793,8.26366866258,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rathausen,,,,Emmen,CH,2.1,Hydro,Run-of-river,,1980,,47.0817753951,8.3143325152,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Perlen 1 (WTA HF)",,,,"Perlen, Buchrain",CH,1,Hydro,Run-of-river,,1981,,47.1071639177,8.35769882857,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
